y_pred,y_true
0.00027464,0
0.000111816844,0
6.6422224e-05,0
0.0016259763,0
3.2535845e-05,0
0.9999796,1
0.00602085,0
0.0014469856,0
0.00013658432,0
0.00033844452,0
0.0005779295,0
0.9999696,1
0.00010582016,0
0.00017925804,0
0.9999721,1
0.00024369037,0
0.00029231832,0
8.443557e-05,0
0.00035292763,0
8.443557e-05,0
0.00039650188,0
0.00012197333,0
0.0001351289,0
0.035016827,0
0.000528037,0
0.99998903,1
0.0003328504,0
1.2434112e-05,0
2.9300414e-05,0
0.009191379,0
0.31832898,0
0.00046307742,0
0.99998486,1
0.00034387782,0
0.00020959391,0
0.9999962,1
0.00044489326,0
0.002121384,0
8.7771514e-05,0
0.99998224,1
0.0016259763,0
0.99998343,1
0.9999796,1
0.9999796,1
0.00041171125,0
0.00013763469,0
0.0003809564,0
0.002121384,0
0.9999796,1
0.0002492722,0
0.0001758443,0
0.0001758443,0
0.00029231832,0
0.00020507984,0
0.9999826,1
0.00011208886,0
0.002052371,0
0.0015996585,0
0.99998975,1
3.8927807e-05,0
0.9999622,1
0.000419957,0
0.0001850741,0
0.0001623053,0
8.51285e-05,0
0.00029231832,0
0.0003579768,0
0.001123457,0
0.99999475,1
0.9999796,1
0.0016044399,0
0.0007353209,0
0.00010733748,0
0.0004154548,0
2.8373353e-05,0
0.99998486,1
0.9999796,1
0.0003410568,0
0.0025418063,0
9.795788e-05,0
0.00013606748,0
0.9999714,1
0.029771188,0
0.99997425,1
0.00039650188,0
0.9999796,1
0.002121384,0
0.7882689,1
0.0024343622,0
0.99994767,1
5.606914e-05,0
0.0001758443,0
1.2903779e-05,0
0.9999794,1
0.000114245755,0
5.0504135e-05,0
0.9999554,1
0.9999535,1
0.99996924,1
0.001080641,0
0.00020507984,0
0.00017112763,0
3.2272317e-05,0
0.8102607,0
0.9999796,1
0.005453416,0
0.00025194904,0
0.00029944585,0
0.00067209074,0
0.00018332935,0
0.00076776714,0
0.9999881,1
0.99998975,1
0.0001758443,0
0.0005339053,0
0.000114245755,0
0.00019836135,0
0.00025890287,0
5.075074e-05,0
0.99999607,1
5.075074e-05,0
0.9999863,1
0.9999896,1
5.4431355e-05,0
0.0012303155,0
3.4131383e-05,0
0.00029231832,0
0.99997616,1
0.00023035752,0
0.000117436015,0
0.0003018458,0
0.9999583,1
0.0002806302,0
0.00010342687,0
0.0007626613,0
0.9999796,1
0.00045798122,0
0.0002244765,0
5.0504135e-05,0
0.00017580189,0
0.9999893,1
0.9931585,1
0.00016439286,0
0.00013002823,0
6.0570943e-05,0
0.00011122802,0
0.00013453414,0
0.00063384115,0
5.9407965e-05,0
0.9999957,1
8.443557e-05,0
0.0002877119,0
0.9999764,1
0.9999796,1
1.2903779e-05,0
0.0005561448,0
0.00030730886,0
0.99996173,1
0.00018049085,0
0.00011740198,0
0.00035545777,0
0.99994326,1
5.8228376e-05,0
0.9999672,1
0.9999604,1
0.00046307742,0
0.0006735287,0
0.99999297,1
8.443557e-05,0
0.99997914,1
0.00019937275,0
0.00029231832,0
0.007421098,0
0.9999794,1
0.9999796,1
0.00020170782,0
0.0009810486,0
5.473346e-05,0
0.000103653074,0
0.00016367619,0
0.9999528,1
0.9999784,1
0.0002244765,0
5.0504135e-05,0
0.9999796,1
0.00020112265,0
8.443557e-05,0
0.020822905,0
0.002121384,0
9.254353e-05,0
5.0504135e-05,0
1.3227705e-05,0
0.0005407631,0
0.0001758443,0
0.00042309513,0
0.0018604172,0
0.00020060058,0
7.2935945e-05,0
0.9999776,1
0.00022834443,0
0.00010971261,0
0.00028881815,0
0.05873356,0
0.005453416,0
0.9999635,1
0.02535141,0
0.00031198462,0
0.9999583,1
0.00010733748,0
0.0020545344,0
0.00018698514,0
4.8530317e-05,0
5.1821044e-05,0
0.0001758443,0
7.0940485e-05,0
0.0006563894,0
0.0001758443,0
3.3191965e-05,0
9.795788e-05,0
7.304119e-05,0
0.00040615938,0
0.06066376,0
0.9999975,1
0.0007626613,0
0.0004983877,0
0.00039650188,0
0.9999528,1
0.00020378923,0
0.0017927906,0
0.00029231832,0
0.9999635,1
0.0016259763,0
0.000108552704,0
0.00044017343,0
5.0504135e-05,0
0.99997663,1
0.9999528,1
0.0003192118,0
0.9999583,1
0.00022901989,0
0.00010263822,0
0.0014663285,0
0.008181694,0
0.00017033676,0
0.0003625394,0
0.0005603173,0
0.00045342272,0
1.1150601e-05,0
0.00015042319,0
0.99996233,1
0.001080641,0
0.0026700038,0
0.9999528,1
0.00044785,0
0.0009884711,0
0.99998105,1
0.9999405,1
0.0003501424,0
4.8530317e-05,0
2.9760853e-05,0
0.9999863,1
0.99998176,1
0.00010810449,0
0.0001758443,0
0.9999796,1
0.00030531778,0
2.2682365e-05,0
2.9142298e-05,0
1.5782653e-05,0
2.1953887e-05,0
7.0940485e-05,0
0.9999796,1
0.00010733748,0
0.9999796,1
1.5317984e-05,0
0.00012964295,0
0.0004761942,0
1.7551785e-05,0
9.323168e-05,0
0.999551,1
0.99998367,1
0.00031880365,0
9.695699e-05,0
5.075074e-05,0
0.0003201691,0
0.00014996732,0
0.0005730814,0
0.0026193946,0
0.00029231832,0
0.9999604,1
0.00029231832,0
0.00042959306,0
0.00055838254,0
0.9831028,1
0.00067209074,0
8.617631e-06,0
5.0504135e-05,0
5.0504135e-05,0
0.0017727467,0
0.99998045,1
6.0570943e-05,0
0.00037029287,0
4.9967108e-05,0
0.00020170782,0
0.99998486,1
0.00026496366,0
0.00036215424,0
0.0007626613,0
5.0504135e-05,0
