y_pred,y_true
0.03691234,0
0.04618935,0
0.9999343,1
2.1161786e-05,0
0.008600829,0
1.922535e-05,0
8.186589e-06,0
0.0073367194,0
0.025292255,0
0.00065004936,0
0.15897459,0
7.0543815e-06,0
0.11743094,0
0.48434168,0
0.9999237,1
2.1383763e-05,0
0.0065761227,0
0.0030257325,0
0.03191419,0
0.0003855397,0
0.04288643,0
4.3650954e-05,0
1.5123408e-05,0
0.9993118,1
0.00026114326,0
0.6538499,0
0.36822966,0
0.66033137,1
0.999984,1
0.008905666,0
1.0170492e-05,0
0.99708873,1
0.002868982,0
0.9997974,1
0.0095163975,0
4.075707e-05,0
2.5687046e-05,0
0.0032154098,0
0.9999343,1
0.9999893,1
0.99997187,1
0.057931088,0
0.00010673,0
0.020988874,0
0.018462291,0
0.01967119,0
5.6406843e-05,0
0.000102371676,0
0.00013937362,0
0.9999782,1
0.007859629,0
0.0094134435,0
0.00024682307,0
0.0038305582,0
0.0036913988,0
0.9999267,1
0.00030479892,0
0.031814493,0
0.64471567,1
0.012127388,0
1.8432518e-05,0
0.008093443,0
0.010514887,0
0.07208593,0
2.274976e-05,0
0.036896475,0
1.7482207e-05,0
0.029932622,0
6.3797597e-06,0
0.99999297,1
0.000111921596,0
0.0038305582,0
4.6594658e-05,0
0.031004649,0
0.00014599574,0
0.04464388,0
0.9999255,1
7.279968e-05,0
0.0010928628,0
0.022428913,1
0.078981474,0
1.2016225e-05,0
6.8040215e-05,0
0.6542636,1
1.5707066e-05,0
0.99997795,1
0.041915994,1
0.0018359264,0
1.6256114e-05,0
1.5020208e-05,0
0.99722725,0
0.00015745519,0
0.0015572262,0
0.063296475,0
7.8393765e-05,0
0.024304876,0
0.1409054,0
0.00021583085,0
0.9999597,1
0.04559363,0
5.585301e-05,0
0.00032632967,0
0.99998856,1
0.024184573,0
0.47129744,1
8.7891196e-05,0
8.7891196e-05,0
0.049300604,0
0.07222156,0
3.2504522e-05,0
0.00018120283,0
0.034920935,0
0.99997926,1
0.99996984,1
0.00016274214,0
0.033693213,0
5.850679e-05,0
0.040708583,0
0.77295595,0
0.9999882,1
0.98582965,1
0.16824028,0
0.00016113413,0
0.0066860863,0
0.9999676,0
0.36911914,1
1.9162204e-05,0
0.999972,1
0.0013882112,0
0.33948803,1
0.00026187953,0
0.9999919,1
2.5264446e-05,0
0.9998523,1
0.03691234,0
0.020897456,0
1.13753285e-05,0
0.9999876,1
0.003771323,0
0.0033202656,0
0.9997924,1
0.9999881,1
0.99998975,1
0.23976941,0
1.8581974e-05,0
2.264776e-05,0
5.2050553e-05,0
0.13818306,0
0.99998784,1
1.2085064e-05,0
0.03738348,0
2.599377e-05,0
0.00013999845,0
0.0061471458,0
0.052143518,0
0.9999249,1
0.9346489,1
1.2903765e-05,0
0.00011606977,0
0.00014656888,0
8.7891196e-05,0
0.017856447,0
0.08995052,0
0.6542636,1
0.00036750615,0
1.6562843e-05,0
0.23612691,1
8.003258e-06,0
0.030755892,0
0.040708583,0
0.0004300271,0
0.99997604,1
0.00041306182,0
0.012517476,0
2.0694919e-05,0
0.9999161,1
1.365737e-05,0
6.305945e-05,0
5.5556226e-05,0
0.9999945,1
0.069882125,0
3.6329435e-05,0
0.02811246,0
0.0039738584,0
0.99827385,1
0.9961843,1
0.00031200098,0
0.00082406146,0
0.516566,0
2.6369658e-05,0
3.1501497e-06,0
0.00036975526,0
0.0009043894,0
0.6271552,1
0.0009125286,0
7.376039e-06,0
0.9999387,1
0.99983585,1
0.00036174592,0
0.033693213,0
3.349832e-05,0
0.3485047,1
1.9595504e-05,0
0.06984676,0
0.0056555066,0
0.65492153,1
7.5659926e-05,0
0.7031369,1
0.9999492,1
0.000230374,0
0.080907345,0
0.9986052,1
0.0068303146,0
0.36911914,1
1.7355793e-05,0
0.03808145,0
0.013874088,0
0.99993765,1
0.99991727,1
0.018556567,0
6.489189e-05,0
0.0028477313,0
5.374202e-05,0
0.031358317,0
0.9998323,1
0.9943369,1
0.00016663164,0
0.00010016491,0
0.99994993,1
0.0004639239,0
9.9453195e-05,0
0.0001266823,0
2.965755e-05,0
0.07189496,0
9.612241e-06,0
0.0036740953,0
0.000181356,0
0.05789962,0
0.00013410034,0
1.6679742e-05,0
0.001364067,0
3.4981498e-05,0
0.999987,1
2.3410781e-05,0
0.0024871128,0
0.04366483,0
1.6851316e-05,0
0.0038305582,0
0.6542636,1
0.008689776,0
0.045974866,0
0.32759655,1
2.2076896e-05,0
8.0359816e-05,0
0.07789982,0
3.2879634e-05,0
4.7904334e-05,0
0.01401837,0
0.000113727285,0
0.6255417,0
1.36513545e-05,0
0.0032887955,0
0.033519674,0
0.0024285538,0
0.00011825103,0
6.949943e-05,0
0.99994373,1
0.0015864084,0
0.023183724,0
0.626058,0
0.9999875,1
0.0049343854,0
0.00064869924,0
0.00017021726,0
0.99993396,1
0.65560997,0
0.034279708,0
6.015633e-06,0
0.00032930335,0
0.9998323,1
0.6656815,1
0.019594518,0
0.99985695,1
0.085942626,0
1.8505665e-05,0
7.807284e-06,0
0.1700883,0
0.00072714,0
0.011563413,0
0.0003513384,0
0.0036740953,0
0.0044773766,0
2.1522352e-05,0
0.9999651,1
5.464282e-05,0
0.022743115,0
0.9999677,1
0.033519674,0
3.39756e-05,0
0.9999392,1
0.99997616,1
0.013434516,0
2.9214256e-05,0
0.0038700856,0
0.99998784,1
0.99980694,1
0.0004663777,0
0.0003135982,0
0.9999356,1
0.15600431,0
0.008676834,0
0.0006406313,0
0.00014902679,0
0.025292255,0
4.985454e-05,0
0.9999844,1
0.0082518095,0
0.9999689,1
0.004620257,0
0.0011431872,0
0.0003446734,0
0.009718825,0
0.008621203,0
0.99997866,1
0.99994504,1
4.4560227e-05,0
0.04525917,0
1.2886157e-05,0
0.0008488092,0
0.0036140725,0
0.000344599,0
0.021258544,0
0.027993567,0
0.96912956,1
0.00018186338,0
6.061727e-06,0
2.531584e-05,0
0.9999895,1
0.09785959,0
3.2010554e-05,0
0.00028023394,0
0.00022410248,0
9.957361e-05,0
0.6333508,1
0.023228858,0
1.0146911e-05,0
0.037097383,0
1.4637623e-05,0
0.9999759,1
6.0700295e-05,0
0.010852896,0
0.0010512468,0
0.006989728,0
